Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
9.0,-71.91,78.67,82,73,1.7,1601521168
56.17,91.82,33.8,95,75,6.71,1601521168
32.33,50.86,48.38,72,0,1.99,1601521169
6.75,-11.37,75.36,91,100,4.34,1601521169
-1.83,-44.87,74.3,89,31,3.76,1601521094
26.59,101.71,80.24,64,48,3.89,1601521170
13.6,26.69,80.67,50,100,13.85,1601521170
49.7,37.17,55.4,54,75,13.42,1601521170
4.47,97.97,90.36,55,5,2.01,1601521059
39.28,-74.57,66.0,72,1,6.93,1601521171
12.83,102.17,87.8,70,40,5.82,1601521171
30.45,73.7,86.05,27,0,3.38,1601521172
-11.38,43.28,78.15,77,0,9.6,1601521172
29.97,40.21,77.0,20,0,4.7,1601521172
25.53,-103.25,78.8,19,5,0.51,1601521011
-3.43,119.34,87.1,60,37,3.65,1601521173
36.21,-115.07,93.2,6,1,4.7,1601521173
